DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio;;Acumulado mes total;;;;;;;;;
6/24/15;11.459;179;11.638;;1.830.677;35.097;1.865.774;;;;;;;;;;;
6/25/15;12.147;182;12.329;;1.842.824;35.279;1.878.103;;;;;;;;;;;
6/26/15;11.479;197;11.676;;1.854.303;35.476;1.889.779;;;;;;;;;;;
6/27/15;9229;302;9531;;1.863.532;35.778;1.899.310;;;;;;;;;;;
6/28/15;8935;369;9304;;1.872.467;36.147;1.908.614;;;;;;;;;;;
6/29/15;9721;141;9862;;1.882.188;36.288;1.918.476;;;;;;;;;;;
6/30/15;10.530;180;10.710;;1.892.718;36.468;1.929.186;;301.369;;;;;;;;;
7/1/15;11.245;177;11.422;;1.903.963;36.645;1.940.608;;;;;;;;;;;
7/2/15;11.512;174;11.686;;1.915.475;36.819;1.952.294;;;;;;;;;;;
7/3/15;11.083;192;11.275;;1.926.558;37.011;1.963.569;;;;;;;;;;;
7/4/15;9401;328;9729;;1.935.959;37.339;1.973.298;;;;;;;;;;;
7/5/15;7738;304;8042;;1.943.697;37.643;1.981.340;;;;;;;;;;;
7/6/15;8826;176;9002;;1.952.523;37.819;1.990.342;;;;;;;;;;;
7/7/15;9812;168;9980;;1.962.335;37.987;2.000.322;;;;;;;;;;;
7/8/15;10.855;187;11.042;;1.973.190;38.174;2.011.364;;;;;;;;;;;
7/9/15;12.130;249;12.379;;1.985.320;38.423;2.023.743;;;;;;;;;;;
7/10/15;11.325;205;11.530;;1.996.645;38.628;2.035.273;;;;;;;;;;;
7/11/15;9101;332;9433;;2.005.746;38.960;2.044.706;;;;;;;;;;;
7/12/15;8299;363;8662;;2.014.045;39.323;2.053.368;;;;;;;;;;;
7/13/15;10.507;259;10.766;;2.024.552;39.582;2.064.134;;;;;;;;;;;
7/14/15;10.979;169;11.148;;2.035.531;39.751;2.075.282;;;;;;;;;;;
7/15/15;11.589;134;11.723;;2.047.120;39.885;2.087.005;;;;;;;;;;;
7/16/15;11.593;157;11.750;;2.058.713;40.042;2.098.755;;;;;;;;;;;
7/17/15;10.981;212;11.193;;2.069.694;40.254;2.109.948;;;;;;;;;;;
7/18/15;9142;355;9497;;2.078.836;40.609;2.119.445;;;;;;;;;;;
7/19/15;8316;427;8743;;2.087.152;41.036;2.128.188;;;;;;;;;;;
7/20/15;10.049;268;10.317;;2.097.201;41.304;2.138.505;;;;;;;;;;;
7/21/15;10.447;192;10.639;;2.107.648;41.496;2.149.144;;;;;;;;;;;
7/22/15;10.544;151;10.695;;2.118.192;41.647;2.159.839;;;;;;;;;;;
7/23/15;11.251;179;11.430;;2.129.443;41.826;2.171.269;;;;;;;;;;;
7/24/15;10.465;218;10.683;;2.139.908;42.044;2.181.952;;;;;;;;;;;
7/25/15;8618;393;9011;;2.148.526;42.437;2.190.963;;;;;;;;;;;
7/26/15;7977;316;8293;;2.156.503;42.753;2.199.256;;;;;;;;;;;
7/27/15;9443;159;9602;;2.165.946;42.912;2.208.858;;;;;;;;;;;
7/28/15;10.363;189;10.552;;2.176.309;43.101;2.219.410;;;;;;;;;;;
7/29/15;10.827;159;10.986;;2.187.136;43.260;2.230.396;;;;;;;;;;;
7/30/15;10.578;155;10.733;;2.197.714;43.415;2.241.129;;;;;;;;;;;
7/31/15;9814;189;10.003;;2.207.528;43.604;2.251.132;;321.946;;;;;;;;;
8/1/15;8081;282;8363;;2.215.609;43.886;2.259.495;;;;;;;;;;;
8/2/15;7509;359;7868;;2.223.118;44.245;2.267.363;;;;;;;;;;;
8/3/15;8437;177;8614;;2.231.555;44.422;2.275.977;;;;;;;;;;;
8/4/15;8906;203;9109;;2.240.461;44.625;2.285.086;;;;;;;;;;;
8/5/15;9327;179;9506;;2.249.788;44.804;2.294.592;;;;;;;;;;;
8/6/15;9575;271;9846;;2.259.363;45.075;2.304.438;;;;;;;;;;;
8/7/15;8671;175;8846;;2.268.034;45.250;2.313.284;;;;;;;;;;;
8/8/15;7554;374;7928;;2.275.588;45.624;2.321.212;;;;;;;;;;;
8/9/15;6969;374;7343;;2.282.557;45.998;2.328.555;;;;;;;;;;;
8/10/15;7986;189;8175;;2.290.543;46.187;2.336.730;;;;;;;;;;;
8/11/15;8750;191;8941;;2.299.293;46.378;2.345.671;;;;;;;;;;;
8/12/15;9132;251;9383;;2.308.425;46.629;2.355.054;;;;;;;;;;;
8/13/15;8974;236;9210;;2.317.399;46.865;2.364.264;;;;;;;;;;;
8/14/15;8165;231;8396;;2.325.564;47.096;2.372.660;;;;;;;;;;;
8/15/15;7000;297;7297;;2.332.564;47.393;2.379.957;;;;;;;;;;;
8/16/15;6770;336;7106;;2.339.334;47.729;2.387.063;;;;;;;;;;;
8/17/15;8362;200;8562;;2.347.696;47.929;2.395.625;;;;;;;;;;;
8/18/15;8796;269;9065;;2.356.492;48.198;2.404.690;;;;;;;;;;;
8/19/15;8910;227;9137;;2.365.402;48.425;2.413.827;;;;;;;;;;;
8/20/15;9408;294;9702;;2.374.810;48.719;2.423.529;;;;;;;;;;;
8/21/15;8737;306;9043;;2.383.547;49.025;2.432.572;;;;;;;;;;;
8/22/15;7668;475;8143;;2.391.215;49.500;2.440.715;;;;;;;;;;;
8/23/15;7911;469;8380;;2.399.126;49.969;2.449.095;;;;;;;;;;;
8/24/15;8635;223;8858;;2.407.761;50.192;2.457.953;;;;;;;;;;;
8/25/15;9397;212;9609;;2.417.158;50.404;2.467.562;;;;;;;;;;;
8/26/15;10.135;197;10.332;;2.427.293;50.601;2.477.894;;;;;;;;;;;
8/27/15;10.421;189;10.610;;2.437.714;50.790;2.488.504;;;;;;;;;;;
8/28/15;10.309;245;10.554;;2.448.023;51.035;2.499.058;;;;;;;;;;;
8/29/15;9433;400;9833;;2.457.456;51.435;2.508.891;;;;;;;;;;;
8/30/15;8022;312;8334;;2.465.478;51.747;2.517.225;;;;;;;;;;;
8/31/15;9601;142;9743;;2.475.079;51.889;2.526.968;;275.836;;;;;;;;;
9/1/15;11.238;162;11.400;;2.486.317;52.051;2.538.368;;;;;;;;;;;
9/2/15;11.942;158;12.100;;2.498.259;52.209;2.550.468;;;;;;;;;;;
9/3/15;12.919;171;13.090;;2.511.178;52.380;2.563.558;;;;;;;;;;;
9/4/15;12.253;177;12.430;;2.523.431;52.557;2.575.988;;;;;;;;;;;
9/5/15;10.598;454;11.052;;2.534.029;53.011;2.587.040;;;;;;;;;;;
9/6/15;10.629;561;11.190;;2.544.658;53.572;2.598.230;;;;;;;;;;;
9/7/15;10.586;226;10.812;;2.555.244;53.798;2.609.042;;;;;;;;;;;
9/8/15;12.325;194;12.519;;2.567.569;53.992;2.621.561;;;;;;;;;;;
9/9/15;12.863;184;13.047;;2.580.432;54.176;2.634.608;;;;;;;;;;;
9/10/15;13.747;164;13.911;;2.594.179;54.340;2.648.519;;;;;;;;;;;
9/11/15;13.558;254;13.812;;2.607.737;54.594;2.662.331;;;;;;;;;;;
9/12/15;11.419;513;11.932;;2.619.156;55.107;2.674.263;;;;;;;;;;;
9/13/15;10.394;549;10.943;;2.629.550;55.656;2.685.206;;;;;;;;;;;
9/14/15;11.076;206;11.282;;2.640.626;55.862;2.696.488;;;;;;;;;;;
9/15/15;10.079;106;10.185;;2.650.705;55.968;2.706.673;;;;;;;;;;;
9/16/15;7669;64;7733;;2.658.374;56.032;2.714.406;;;;;;;;;;;
9/17/15;11.883;127;12.010;;2.670.257;56.159;2.726.416;;;;;;;;;;;
9/18/15;13.478;199;13.677;;2.683.735;56.358;2.740.093;;;;;;;;;;;
9/19/15;12.287;328;12.615;;2.696.022;56.686;2.752.708;;;;;;;;;;;
9/20/15;11.685;745;12.430;;2.707.707;57.431;2.765.138;;;;;;;;;;;
9/21/15;12.068;230;12.298;;2.719.775;57.661;2.777.436;;;;;;;;;;;
9/22/15;13.662;130;13.792;;2.733.437;57.791;2.791.228;;;;;;;;;;;
9/23/15;13.555;198;13.753;;2.746.992;57.989;2.804.981;;;;;;;;;;;
9/24/15;14.077;183;14.260;;2.761.069;58.172;2.819.241;;;;;;;;;;;
9/25/15;14.976;332;15.308;;2.776.045;58.504;2.834.549;;;;;;;;;;;
9/26/15;13.485;594;14.079;;2.789.530;59.098;2.848.628;;;;;;;;;;;
9/27/15;12.377;723;13.100;;2.801.907;59.821;2.861.728;;;;;;;;;;;
9/28/15;11.880;239;12.119;;2.813.787;60.060;2.873.847;;;;;;;;;;;
9/29/15;12.505;130;12.635;;2.826.292;60.190;2.886.482;;;;;;;;;;;
9/30/15;13.490;137;13.627;;2.839.782;60.327;2.900.109;;373.141;;;;;;;;;
10/1/15;13.882;198;14.080;;2.853.664;60.525;2.914.189;;;;;;;;;;;
10/2/15;15.009;250;15.259;;2.868.673;60.775;2.929.448;;;;;;;;;;;
10/3/15;13.645;538;14.183;;2.882.318;61.313;2.943.631;;;;;;;;;;;
10/4/15;11.192;595;11.787;;2.893.510;61.908;2.955.418;;;;;;;;;;;
10/5/15;9810;165;9975;;2.903.320;62.073;2.965.393;;;;;;;;;;;
10/6/15;12.174;144;12.318;;2.915.494;62.217;2.977.711;;;;;;;;;;;
10/7/15;12.292;143;12.435;;2.927.786;62.360;2.990.146;;;;;;;;;;;
10/8/15;13.045;150;13.195;;2.940.831;62.510;3.003.341;;;;;;;;;;;
10/9/15;13.525;241;13.766;;2.954.356;62.751;3.017.107;;;;;;;;;;;
10/10/15;11.026;576;11.602;;2.965.382;63.327;3.028.709;;;;;;;;;;;
10/11/15;9000;469;9469;;2.974.382;63.796;3.038.178;;;;;;;;;;;
10/12/15;10.093;533;10.626;;2.984.475;64.329;3.048.804;;;;;;;;;;;
10/13/15;8567;104;8671;;2.993.042;64.433;3.057.475;;;;;;;;;;;
10/14/15;11.475;163;11.638;;3.004.517;64.596;3.069.113;;;;;;;;;;;
10/15/15;12.349;142;12.491;;3.016.866;64.738;3.081.604;;;;;;;;;;;
10/16/15;13.346;185;13.531;;3.030.212;64.923;3.095.135;;;;;;;;;;;
10/17/15;9709;321;10.030;;3.039.921;65.244;3.105.165;;;;;;;;;;;
10/18/15;6005;232;6237;;3.045.926;65.476;3.111.402;;;;;;;;;;;
10/19/15;8612;175;8787;;3.054.538;65.651;3.120.189;;;;;;;;;;;
10/20/15;11.120;190;11.310;;3.065.658;65.841;3.131.499;;;;;;;;;;;
10/21/15;11.229;165;11.394;;3.076.887;66.006;3.142.893;;;;;;;;;;;
10/22/15;11.845;171;12.016;;3.088.732;66.177;3.154.909;;;;;;;;;;;
10/23/15;12.461;226;12.687;;3.101.193;66.403;3.167.596;;;;;;;;;;;
10/24/15;12.004;484;12.488;;3.113.197;66.887;3.180.084;;;;;;;;;;;
10/25/15;11.347;495;11.842;;3.124.544;67.382;3.191.926;;;;;;;;;;;
10/26/15;8135;102;8237;;3.132.679;67.484;3.200.163;;;;;;;;;;;
10/27/15;8764;87;8851;;3.141.443;67.571;3.209.014;;;;;;;;;;;
10/28/15;9598;77;9675;;3.151.041;67.648;3.218.689;;;;;;;;;;;
10/29/15;11.033;128;11.161;;3.162.074;67.776;3.229.850;;;;;;;;;;;
10/30/15;12.678;219;12.897;;3.174.752;67.995;3.242.747;;;;;;;;;;;
10/31/15;11.295;395;11.690;;3.186.047;68.390;3.254.437;;354.328;;;;;;;;;
11/1/15;9313;471;9784;;3.195.360;68.861;3.264.221;;;;;;;;;;;
11/2/15;4764;69;4833;;3.200.124;68.930;3.269.054;;;;;;;;;;;
11/3/15;8017;98;8115;;3.208.141;69.028;3.277.169;;;;;;;;;;;
11/4/15;8993;72;9065;;3.217.134;69.100;3.286.234;;;;;;;;;;;
11/5/15;10.403;80;10.483;;3.227.537;69.180;3.296.717;;;;;;;;;;;
11/6/15;11.091;161;11.252;;3.238.628;69.341;3.307.969;;;;;;;;;;;
11/7/15;10.243;577;10.820;;3.248.871;69.918;3.318.789;;;;;;;;;;;
11/8/15;9359;433;9792;;3.258.230;70.351;3.328.581;;;;;;;;;;;
11/9/15;8494;492;8986;;3.266.724;70.843;3.337.567;;;;;;;;;;;
11/10/15;10.056;172;10.228;;3.276.780;71.015;3.347.795;;;;;;;;;;;
11/11/15;10.706;137;10.843;;3.287.486;71.152;3.358.638;;;;;;;;;;;
11/12/15;11.054;137;11.191;;3.298.540;71.289;3.369.829;;;;;;;;;;;
11/13/15;12.787;260;13.047;;3.311.327;71.549;3.382.876;;;;;;;;;;;
11/14/15;11.376;393;11.769;;3.322.703;71.942;3.394.645;;;;;;;;;;;
11/15/15;10.213;459;10.672;;3.332.916;72.401;3.405.317;;;;;;;;;;;
11/16/15;9545;110;9655;;3.342.461;72.511;3.414.972;;;;;;;;;;;
11/17/15;10.372;64;10.436;;3.352.833;72.575;3.425.408;;;;;;;;;;;
11/18/15;10.986;73;11.059;;3.363.819;72.648;3.436.467;;;;;;;;;;;
11/19/15;11.280;71;11.351;;3.375.099;72.719;3.447.818;;;;;;;;;;;
11/20/15;12.149;168;12.317;;3.387.248;72.887;3.460.135;;;;;;;;;;;
11/21/15;9836;311;10.147;;3.397.084;73.198;3.470.282;;;;;;;;;;;
11/22/15;7103;206;7309;;3.404.187;73.404;3.477.591;;;;;;;;;;;
11/23/15;7836;62;7898;;3.412.023;73.466;3.485.489;;;;;;;;;;;
11/24/15;8593;69;8662;;3.420.616;73.535;3.494.151;;;;;;;;;;;
11/25/15;9730;63;9793;;3.430.346;73.598;3.503.944;;;;;;;;;;;
11/26/15;10.408;97;10.505;;3.440.754;73.695;3.514.449;;;;;;;;;;;
11/27/15;11.242;131;11.373;;3.451.996;73.826;3.525.822;;;;;;;;;;;
11/28/15;10.296;379;10.675;;3.462.292;74.205;3.536.497;;;;;;;;;;;
11/29/15;8557;304;8861;;3.470.849;74.509;3.545.358;;;;;;;;;;;
11/30/15;8398;70;8468;;3.479.247;74.579;3.553.826;;299.389;;;;;;;;;
12/1/15;9038;58;9096;;3.488.285;74.637;3.562.922;;;;;;;;;;;
12/2/15;9340;64;9404;;3.497.625;74.701;3.572.326;;;;;;;;;;;
12/3/15;10.303;44;10.347;;3.507.928;74.745;3.582.673;;;;;;;;;;;
12/4/15;10.806;105;10.911;;3.518.734;74.850;3.593.584;;;;;;;;;;;
12/5/15;9330;429;9759;;3.528.064;75.279;3.603.343;;;;;;;;;;;
12/6/15;8348;503;8851;;3.536.412;75.782;3.612.194;;;;;;;;;;;
12/7/15;7860;250;8110;;3.544.272;76.032;3.620.304;;;;;;;;;;;
12/8/15;7519;345;7864;;3.551.791;76.377;3.628.168;;;;;;;;;;;
12/9/15;9109;82;9191;;3.560.900;76.459;3.637.359;;;;;;;;;;;
12/10/15;9840;50;9890;;3.570.740;76.509;3.647.249;;;;;;;;;;;
12/11/15;11.144;127;11.271;;3.581.884;76.636;3.658.520;;;;;;;;;;;
12/12/15;9687;218;9905;;3.591.571;76.854;3.668.425;;;;;;;;;;;
12/13/15;8505;200;8705;;3.600.076;77.054;3.677.130;;;;;;;;;;;
12/14/15;7827;77;7904;;3.607.903;77.131;3.685.034;;;;;;;;;;;
12/15/15;9476;82;9558;;3.617.379;77.213;3.694.592;;;;;;;;;;;
12/16/15;9902;67;9969;;3.627.281;77.280;3.704.561;;;;;;;;;;;
12/17/15;10.377;142;10.519;;3.637.658;77.422;3.715.080;;;;;;;;;;;
12/18/15;10.936;109;11.045;;3.648.594;77.531;3.726.125;;;;;;;;;;;
12/19/15;10.060;280;10.340;;3.658.654;77.811;3.736.465;;;;;;;;;;;
12/20/15;8358;177;8535;;3.667.012;77.988;3.745.000;;;;;;;;;;;
12/21/15;8670;152;8822;;3.675.682;78.140;3.753.822;;;;;;;;;;;
12/22/15;9345;187;9532;;3.685.027;78.327;3.763.354;;;;;;;;;;;
12/23/15;8595;190;8785;;3.693.622;78.517;3.772.139;;;;;;;;;;;
12/24/15;4942;128;5070;;3.698.564;78.645;3.777.209;;;;;;;;;;;
12/25/15;3229;317;3546;;3.701.793;78.962;3.780.755;;;;;;;;;;;
12/26/15;4831;305;5136;;3.706.624;79.267;3.785.891;;;;;;;;;;;
12/27/15;5268;319;5587;;3.711.892;79.586;3.791.478;;;;;;;;;;;
12/28/15;4701;168;4869;;3.716.593;79.754;3.796.347;;;;;;;;;;;
12/29/15;6205;193;6398;;3.722.798;79.947;3.802.745;;;;;;;;;;;
12/30/15;6758;219;6977;;3.729.556;80.166;3.809.722;;;;;;;;;;;
12/31/15;4696;255;4951;;3.734.252;80.421;3.814.673;;260.847;;;;;;;;;
1/1/16;3369;289;3658;;3.737.621;80.710;3.818.331;;;;;;;;;;;
1/2/16;4739;298;5037;;3.742.360;81.008;3.823.368;;;;;;;;;;;
1/3/16;3919;153;4072;;3.746.279;81.161;3.827.440;;;;;;;;;;;
1/4/16;4219;95;4314;;3.750.498;81.256;3.831.754;;;;;;;;;;;
1/5/16;6712;144;6856;;3.757.210;81.400;3.838.610;;;;;;;;;;;
1/6/16;3574;79;3653;;3.760.784;81.479;3.842.263;;;;;;;;;;;
1/7/16;6643;84;6727;;3.767.427;81.563;3.848.990;;;;;;;;;;;
1/8/16;6621;89;6710;;3.774.048;81.652;3.855.700;;;;;;;;;;;
1/9/16;6132;126;6258;;3.780.180;81.778;3.861.958;;;;;;;;;;;
1/10/16;3233;40;3273;;3.783.413;81.818;3.865.231;;;;;;;;;;;
1/11/16;5910;40;5950;;3.789.323;81.858;3.871.181;;;;;;;;;;;
1/12/16;7710;52;7762;;3.797.033;81.910;3.878.943;;;;;;;;;;;
1/13/16;8069;58;8127;;3.805.102;81.968;3.887.070;;;;;;;;;;;
1/14/16;5378;23;5401;;3.810.480;81.991;3.892.471;;;;;;;;;;;
1/15/16;8043;41;8084;;3.818.523;82.032;3.900.555;;;;;;;;;;;
1/16/16;7218;224;7442;;3.825.741;82.256;3.907.997;;;;;;;;;;;
1/17/16;5755;161;5916;;3.831.496;82.417;3.913.913;;;;;;;;;;;
1/18/16;7002;51;7053;;3.838.498;82.468;3.920.966;;;;;;;;;;;
1/19/16;7669;44;7713;;3.846.167;82.512;3.928.679;;;;;;;;;;;
1/20/16;7881;47;7928;;3.854.048;82.559;3.936.607;;;;;;;;;;;
1/21/16;7960;42;8002;;3.862.008;82.601;3.944.609;;;;;;;;;;;
1/22/16;7674;54;7728;;3.869.682;82.655;3.952.337;;;;;;;;;;;
1/23/16;8214;327;8541;;3.877.896;82.982;3.960.878;;;;;;;;;;;
1/24/16;8189;401;8590;;3.886.085;83.383;3.969.468;;;;;;;;;;;
1/25/16;8115;100;8215;;3.894.200;83.483;3.977.683;;;;;;;;;;;
1/26/16;8852;103;8955;;3.903.052;83.586;3.986.638;;;;;;;;;;;
1/27/16;8284;65;8349;;3.911.336;83.651;3.994.987;;;;;;;;;;;
1/28/16;6189;31;6220;;3.917.525;83.682;4.001.207;;;;;;;;;;;
1/29/16;7609;52;7661;;3.925.134;83.734;4.008.868;;;;;;;;;;;
1/30/16;7832;233;8065;;3.932.966;83.967;4.016.933;;;;;;;;;;;
1/31/16;7424;402;7826;;3.940.390;84.369;4.024.759;;210.086;;;;;;;;;
2/1/16;8451;139;8590;;3.948.841;84.508;4.033.349;;;;;;;;;;;
2/2/16;8741;115;8856;;3.957.582;84.623;4.042.205;;;;;;;;;;;
2/3/16;9214;68;9282;;3.966.796;84.691;4.051.487;;;;;;;;;;;
2/4/16;8992;53;9045;;3.975.788;84.744;4.060.532;;;;;;;;;;;
2/5/16;9145;95;9240;;3.984.933;84.839;4.069.772;;;;;;;;;;;
2/6/16;6781;202;6983;;3.991.714;85.041;4.076.755;;;;;;;;;;;
2/7/16;5337;209;5546;;3.997.051;85.250;4.082.301;;;;;;;;;;;
2/8/16;7387;73;7460;;4.004.438;85.323;4.089.761;;;;;;;;;;;
2/9/16;7429;63;7492;;4.011.867;85.386;4.097.253;;;;;;;;;;;
2/10/16;8634;38;8672;;4.020.501;85.424;4.105.925;;;;;;;;;;;
2/11/16;7491;24;7515;;4.027.992;85.448;4.113.440;;;;;;;;;;;
2/12/16;5129;30;5159;;4.033.121;85.478;4.118.599;;;;;;;;;;;
2/13/16;5180;133;5313;;4.038.301;85.611;4.123.912;;;;;;;;;;;
2/14/16;4131;88;4219;;4.042.432;85.699;4.128.131;;;;;;;;;;;
2/15/16;6740;49;6789;;4.049.172;85.748;4.134.920;;;;;;;;;;;
2/16/16;7308;46;7354;;4.056.480;85.794;4.142.274;;;;;;;;;;;
2/17/16;7468;39;7507;;4.063.948;85.833;4.149.781;;;;;;;;;;;
2/18/16;6715;24;6739;;4.070.663;85.857;4.156.520;;;;;;;;;;;
2/19/16;8267;120;8387;;4.078.930;85.977;4.164.907;;;;;;;;;;;
2/20/16;7314;325;7639;;4.086.244;86.302;4.172.546;;;;;;;;;;;
2/21/16;6678;298;6976;;4.092.922;86.600;4.179.522;;;;;;;;;;;
2/22/16;7883;98;7981;;4.100.805;86.698;4.187.503;;;;;;;;;;;
2/23/16;8821;108;8929;;4.109.626;86.806;4.196.432;;;;;;;;;;;
2/24/16;6959;34;6993;;4.116.585;86.840;4.203.425;;;;;;;;;;;
2/25/16;8496;89;8585;;4.125.081;86.929;4.212.010;;;;;;;;;;;
2/26/16;4576;22;4598;;4.129.657;86.951;4.216.608;;;;;;;;;;;
2/27/16;5636;147;5783;;4.135.293;87.098;4.222.391;;;;;;;;;;;
2/28/16;5276;122;5398;;4.140.569;87.220;4.227.789;;;;;;;;;;;
2/29/16;7716;132;7848;;4.148.285;87.352;4.235.637;;210.878;;;;;;;;;
3/1/16;8496;103;8599;;4.156.781;87.455;4.244.236;;;;;;;;;;;
3/2/16;9229;86;9315;;4.166.010;87.541;4.253.551;;;;;;;;;;;
3/3/16;9352;80;9432;;4.175.362;87.621;4.262.983;;;;;;;;;;;
3/4/16;8423;130;8553;;4.183.785;87.751;4.271.536;;;;;;;;;;;
3/5/16;6171;148;6319;;4.189.956;87.899;4.277.855;;;;;;;;;;;
3/6/16;5793;272;6065;;4.195.749;88.171;4.283.920;;;;;;;;;;;
3/7/16;6226;80;6306;;4.201.975;88.251;4.290.226;;;;;;;;;;;
3/8/16;8027;69;8096;;4.210.002;88.320;4.298.322;;;;;;;;;;;
3/9/16;8058;65;8123;;4.218.060;88.385;4.306.445;;;;;;;;;;;
3/10/16;8448;66;8514;;4.226.508;88.451;4.314.959;;;;;;;;;;;
3/11/16;8943;121;9064;;4.235.451;88.572;4.324.023;;;;;;;;;;;
3/12/16;7466;370;7836;;4.242.917;88.942;4.331.859;;;;;;;;;;;
3/13/16;6989;387;7376;;4.249.906;89.329;4.339.235;;;;;;;;;;;
3/14/16;7819;98;7917;;4.257.725;89.427;4.347.152;;;;;;;;;;;
3/15/16;8757;63;8820;;4.266.482;89.490;4.355.972;;;;;;;;;;;
3/16/16;9367;81;9448;;4.275.849;89.571;4.365.420;;;;;;;;;;;
3/17/16;9640;124;9764;;4.285.489;89.695;4.375.184;;;;;;;;;;;
3/18/16;7918;135;8053;;4.293.407;89.830;4.383.237;;;;;;;;;;;
3/19/16;4456;104;4560;;4.297.863;89.934;4.387.797;;;;;;;;;;;
3/20/16;4704;226;4930;;4.302.567;90.160;4.392.727;;;;;;;;;;;
3/21/16;4085;108;4193;;4.306.652;90.268;4.396.920;;;;;;;;;;;
3/22/16;6274;106;6380;;4.312.926;90.374;4.403.300;;;;;;;;;;;
3/23/16;6111;143;6254;;4.319.037;90.517;4.409.554;;;;;;;;;;;
3/24/16;4115;330;4445;;4.323.152;90.847;4.413.999;;;;;;;;;;;
3/25/16;3565;377;3942;;4.326.717;91.224;4.417.941;;;;;;;;;;;
3/26/16;4063;437;4500;;4.330.780;91.661;4.422.441;;;;;;;;;;;
3/27/16;4484;394;4878;;4.335.264;92.055;4.427.319;;;;;;;;;;;
3/28/16;6427;150;6577;;4.341.691;92.205;4.433.896;;;;;;;;;;;
3/29/16;8496;139;8635;;4.350.187;92.344;4.442.531;;;;;;;;;;;
3/30/16;9752;184;9936;;4.359.939;92.528;4.452.467;;;;;;;;;;;
3/31/16;8675;95;8770;;4.368.614;92.623;4.461.237;;225.600;;;;;;;;;
4/1/16;9409;93;9502;;4.378.023;92.716;4.470.739;;;;;;;;;;;
4/2/16;8228;354;8582;;4.386.251;93.070;4.479.321;;;;;;;;;;;
4/3/16;5656;190;5846;;4.391.907;93.260;4.485.167;;;;;;;;;;;
4/4/16;2164;8;2172;;4.394.071;93.268;4.487.339;;;;;;;;;;;
4/5/16;8928;123;9051;;4.402.999;93.391;4.496.390;;;;;;;;;;;
4/6/16;9910;88;9998;;4.412.909;93.479;4.506.388;;;;;;;;;;;
4/7/16;10.551;132;10.683;;4.423.460;93.611;4.517.071;;;;;;;;;;;
4/8/16;9941;177;10.118;;4.433.401;93.788;4.527.189;;;;;;;;;;;
4/9/16;8593;434;9027;;4.441.994;94.222;4.536.216;;;;;;;;;;;
4/10/16;5373;152;5525;;4.447.367;94.374;4.541.741;;;;;;;;;;;
4/11/16;4838;60;4898;;4.452.205;94.434;4.546.639;;;;;;;;;;;
4/12/16;4193;40;4233;;4.456.398;94.474;4.550.872;;;;;;;;;;;
4/13/16;8921;90;9011;;4.465.319;94.564;4.559.883;;;;;;;;;;;
4/14/16;9814;102;9916;;4.475.133;94.666;4.569.799;;;;;;;;;;;
4/15/16;9310;188;9498;;4.484.443;94.854;4.579.297;;;;;;;;;;;
4/16/16;4033;61;4094;;4.488.476;94.915;4.583.391;;;;;;;;;;;
4/17/16;7784;487;8271;;4.496.260;95.402;4.591.662;;;;;;;;;;;
4/18/16;9486;247;9733;;4.505.746;95.649;4.601.395;;;;;;;;;;;
4/19/16;5465;43;5508;;4.511.211;95.692;4.606.903;;;;;;;;;;;
4/20/16;5336;30;5366;;4.516.547;95.722;4.612.269;;;;;;;;;;;
4/21/16;9379;144;9523;;4.525.926;95.866;4.621.792;;;;;;;;;;;
4/22/16;9275;169;9444;;4.535.201;96.035;4.631.236;;;;;;;;;;;
4/23/16;7196;292;7488;;4.542.397;96.327;4.638.724;;;;;;;;;;;
4/24/16;8467;553;9020;;4.550.864;96.880;4.647.744;;;;;;;;;;;
4/25/16;9371;157;9528;;4.560.235;97.037;4.657.272;;;;;;;;;;;
4/26/16;10.348;104;10.452;;4.570.583;97.141;4.667.724;;;;;;;;;;;
4/27/16;10.338;128;10.466;;4.580.921;97.269;4.678.190;;;;;;;;;;;
4/28/16;9873;142;10.015;;4.590.794;97.411;4.688.205;;;;;;;;;;;
4/29/16;9532;221;9753;;4.600.326;97.632;4.697.958;;;;;;;;;;;
4/30/16;6957;511;7468;;4.607.283;98.143;4.705.426;;244.189;;;;;;;;;
5/1/16;5878;536;6414;;4.613.161;98.679;4.711.840;;;;;;;;;;;
5/2/16;6703;525;7228;;4.619.864;99.204;4.719.068;;;;;;;;;;;
5/3/16;10.253;200;10.453;;4.630.117;99.404;4.729.521;;;;;;;;;;;
5/4/16;11.535;185;11.720;;4.641.652;99.589;4.741.241;;;;;;;;;;;
5/5/16;9852;190;10.042;;4.651.504;99.779;4.751.283;;;;;;;;;;;
5/6/16;7185;107;7292;;4.658.689;99.886;4.758.575;;;;;;;;;;;
5/7/16;6695;305;7000;;4.665.384;100.191;4.765.575;;;;;;;;;;;
5/8/16;3054;48;3102;;4.668.438;100.239;4.768.677;;;;;;;;;;;
5/9/16;5317;34;5351;;4.673.755;100.273;4.774.028;;;;;;;;;;;
5/10/16;5697;40;5737;;4.679.452;100.313;4.779.765;;;;;;;;;;;
5/11/16;7080;44;7124;;4.686.532;100.357;4.786.889;;;;;;;;;;;
5/12/16;8743;57;8800;;4.695.275;100.414;4.795.689;;;;;;;;;;;
5/13/16;8197;80;8277;;4.703.472;100.494;4.803.966;;;;;;;;;;;
