Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;
6/2/18;13;55;68;;28.408;37.284;65.692;;;;;;;;;
6/3/18;15;66;81;;28.423;37.350;65.773;;;;;;;;;
6/4/18;-9;15;6;;28.414;37.365;65.779;;;;;;;;;
6/5/18;-31;14;-17;;28.383;37.379;65.762;;;;;;;;;
6/6/18;-58;-49;-107;;28.325;37.330;65.655;;;;;;;;;
6/7/18;5;-13;-8;;28.330;37.317;65.647;;;;;;;;;
6/8/18;-12;-17;-29;;28.318;37.300;65.618;;;;;;;;;
6/9/18;-14;98;84;;28.304;37.398;65.702;;;;;;;;;
6/10/18;9;48;57;;28.313;37.446;65.759;;;;;;;;;
6/11/18;-13;4;-9;;28.300;37.450;65.750;;;;;;;;;
6/12/18;-5;13;8;;28.295;37.463;65.758;;;;;;;;;
6/13/18;-83;-58;-141;;28.212;37.405;65.617;;;;;;;;;
6/14/18;-5;3;-2;;28.207;37.408;65.615;;;;;;;;;
6/15/18;-13;5;-8;;28.194;37.413;65.607;;;;;;;;;
6/16/18;25;43;68;;28.219;37.456;65.675;;;;;;;;;
6/17/18;29;75;104;;28.248;37.531;65.779;;;;;;;;;
6/18/18;-11;-7;-18;;28.237;37.524;65.761;;;;;;;;;
6/19/18;-26;31;5;;28.211;37.555;65.766;;;;;;;;;
6/20/18;-65;-40;-105;;28.146;37.515;65.661;;;;;;;;;
6/21/18;-15;4;-11;;28.131;37.519;65.650;;;;;;;;;
6/22/18;-10;-8;-18;;28.121;37.511;65.632;;;;;;;;;
6/23/18;19;32;51;;28.140;37.543;65.683;;;;;;;;;
6/24/18;12;67;79;;28.152;37.610;65.762;;;;;;;;;
6/25/18;-1;-7;-8;;28.151;37.603;65.754;;;;;;;;;
6/26/18;-3;12;9;;28.148;37.615;65.763;;;;;;;;;
6/27/18;-60;-36;-96;;28.088;37.579;65.667;;;;;;;;;
6/28/18;-7;14;7;;28.081;37.593;65.674;;;;;;;;;
6/29/18;-11;13;2;;28.070;37.606;65.676;;;;;;;;;
6/30/18;22;61;83;;28.092;37.667;65.759;;;;;;;;;
7/1/18;19;43;62;;28.111;37.710;65.821;;;;;;;;;
7/2/18;-14;31;17;;28.097;37.741;65.838;;;;;;;;;
7/3/18;-26;38;12;;28.071;37.779;65.850;;;;;;;;;
7/4/18;-46;-52;-98;;28.025;37.727;65.752;;;;;;;;;
7/5/18;-1;22;21;;28.024;37.749;65.773;;;;;;;;;
7/6/18;-26;14;-12;;27.998;37.763;65.761;;;;;;;;;
7/7/18;24;43;67;;28.022;37.806;65.828;;;;;;;;;
7/8/18;23;58;81;;28.045;37.864;65.909;;;;;;;;;
7/9/18;-5;0;-5;;28.040;37.864;65.904;;;;;;;;;
7/10/18;-12;28;16;;28.028;37.892;65.920;;;;;;;;;
7/11/18;-82;-78;-160;;27.946;37.814;65.760;;;;;;;;;
7/12/18;-9;-7;-16;;27.937;37.807;65.744;;;;;;;;;
7/13/18;-17;7;-10;;27.920;37.814;65.734;;;;;;;;;
7/14/18;16;34;50;;27.936;37.848;65.784;;;;;;;;;
7/15/18;9;25;34;;27.945;37.873;65.818;;;;;;;;;
7/16/18;-11;13;2;;27.934;37.886;65.820;;;;;;;;;
7/17/18;-16;28;12;;27.918;37.914;65.832;;;;;;;;;
7/18/18;-68;-66;-134;;27.850;37.848;65.698;;;;;;;;;
7/19/18;-103;-73;-176;;27.747;37.775;65.522;;;;;;;;;
7/20/18;-18;-20;-38;;27.729;37.755;65.484;;;;;;;;;
7/21/18;18;27;45;;27.747;37.782;65.529;;;;;;;;;
7/22/18;4;40;44;;27.751;37.822;65.573;;;;;;;;;
7/23/18;-40;0;-40;;27.711;37.822;65.533;;;;;;;;;
7/24/18;-10;-7;-17;;27.701;37.815;65.516;;;;;;;;;
7/25/18;-78;-57;-135;;27.623;37.758;65.381;;;;;;;;;
7/26/18;-29;2;-27;;27.594;37.760;65.354;;;;;;;;;
7/27/18;-19;3;-16;;27.575;37.763;65.338;;;;;;;;;
7/28/18;11;61;72;;27.586;37.824;65.410;;;;;;;;;
7/29/18;25;76;101;;27.611;37.900;65.511;;;;;;;;;
7/30/18;-19;37;18;;27.592;37.937;65.529;;;;;;;;;
7/31/18;-13;24;11;;27.579;37.961;65.540;;;;;;;;;
8/1/18;24;65;89;;27.603;38.026;65.629;;;;;;;;;
8/2/18;-75;45;-30;;27.528;38.071;65.599;;;;;;;;;
8/3/18;-36;-126;-162;;27.492;37.945;65.437;;;;;;;;;
8/4/18;18;24;42;;27.510;37.969;65.479;;;;;;;;;
8/5/18;22;55;77;;27.532;38.024;65.556;;;;;;;;;
8/6/18;-17;20;3;;27.515;38.044;65.559;;;;;;;;;
8/7/18;-2;0;-2;;27.513;38.044;65.557;;;;;;;;;
8/8/18;-66;-41;-107;;27.447;38.003;65.450;;;;;;;;;
8/9/18;0;5;5;;27.447;38.008;65.455;;;;;;;;;
8/10/18;-31;10;-21;;27.416;38.018;65.434;;;;;;;;;
8/11/18;9;51;60;;27.425;38.069;65.494;;;;;;;;;
8/12/18;13;50;63;;27.438;38.119;65.557;;;;;;;;;
8/13/18;-28;-10;-38;;27.410;38.109;65.519;;;;;;;;;
8/14/18;-23;33;10;;27.387;38.142;65.529;;;;;;;;;
8/15/18;14;51;65;;27.401;38.193;65.594;;;;;;;;;
8/16/18;-52;-72;-124;;27.349;38.121;65.470;;;;;;;;;
8/17/18;-19;-7;-26;;27.330;38.114;65.444;;;;;;;;;
8/18/18;20;43;63;;27.350;38.157;65.507;;;;;;;;;
8/19/18;14;39;53;;27.364;38.196;65.560;;;;;;;;;
8/20/18;7;31;38;;27.371;38.227;65.598;;;;;;;;;
8/21/18;9;19;28;;27.380;38.246;65.626;;;;;;;;;
8/22/18;2;59;61;;27.382;38.305;65.687;;;;;;;;;
8/23/18;-17;27;10;;27.365;38.332;65.697;;;;;;;;;
8/24/18;-41;-29;-70;;27.324;38.303;65.627;;;;;;;;;
8/25/18;10;66;76;;27.334;38.369;65.703;;;;;;;;;
8/26/18;22;81;103;;27.356;38.450;65.806;;;;;;;;;
8/27/18;16;60;76;;27.372;38.510;65.882;;;;;;;;;
8/28/18;-48;-53;-101;;27.324;38.457;65.781;;;;;;;;;
8/29/18;-51;-17;-68;;27.273;38.440;65.713;;;;;;;;;
8/30/18;9;29;38;;27.282;38.469;65.751;;;;;;;;;
8/31/18;-9;27;18;;27.273;38.496;65.769;;;;;;;;;
9/1/18;26;94;120;;27.299;38.590;65.889;;;;;;;;;
9/2/18;38;83;121;;27.337;38.673;66.010;;;;;;;;;
9/3/18;-13;65;52;;27.324;38.738;66.062;;;;;;;;;
9/4/18;-4;100;96;;27.320;38.838;66.158;;;;;;;;;
9/5/18;-61;7;-54;;27.259;38.845;66.104;;;;;;;;;
9/6/18;7;41;48;;27.266;38.886;66.152;;;;;;;;;
9/7/18;-25;22;-3;;27.241;38.908;66.149;;;;;;;;;
9/8/18;19;26;45;;27.260;38.934;66.194;;;;;;;;;
9/9/18;30;91;121;;27.290;39.025;66.315;;;;;;;;;
9/10/18;1;43;44;;27.291;39.068;66.359;;;;;;;;;
9/11/18;-23;68;45;;27.268;39.136;66.404;;;;;;;;;
9/12/18;-92;-55;-147;;27.176;39.081;66.257;;;;;;;;;
9/13/18;-28;37;9;;27.148;39.118;66.266;;;;;;;;;
9/14/18;-17;35;18;;27.131;39.153;66.284;;;;;;;;;
9/15/18;16;103;119;;27.147;39.256;66.403;;;;;;;;;
9/16/18;23;90;113;;27.170;39.346;66.516;;;;;;;;;
9/17/18;-29;20;-9;;27.141;39.366;66.507;;;;;;;;;
9/18/18;-7;24;17;;27.134;39.390;66.524;;;;;;;;;
9/19/18;-43;82;39;;27.091;39.472;66.563;;;;;;;;;
9/20/18;-66;-93;-159;;27.025;39.379;66.404;;;;;;;;;
9/21/18;-17;39;22;;27.008;39.418;66.426;;;;;;;;;
9/22/18;7;133;140;;27.015;39.551;66.566;;;;;;;;;
9/23/18;20;115;135;;27.035;39.666;66.701;;;;;;;;;
9/24/18;-10;72;62;;27.025;39.738;66.763;;;;;;;;;
9/25/18;-13;-36;-49;;27.012;39.702;66.714;;;;;;;;;
9/26/18;-95;-36;-131;;26.917;39.666;66.583;;;;;;;;;
9/27/18;-2;41;39;;26.915;39.707;66.622;;;;;;;;;
9/28/18;-26;29;3;;26.889;39.736;66.625;;;;;;;;;
9/29/18;24;109;133;;26.913;39.845;66.758;;;;;;;;;
9/30/18;26;140;166;;26.939;39.985;66.924;;;;;;;;;
10/1/18;-30;38;8;;26.909;40.023;66.932;;;;;;;;;
10/2/18;-20;10;-10;;26.889;40.033;66.922;;;;;;;;;
10/3/18;-101;-59;-160;;26.788;39.974;66.762;;;;;;;;;
10/4/18;-37;41;4;;26.751;40.015;66.766;;;;;;;;;
10/5/18;-24;6;-18;;26.727;40.021;66.748;;;;;;;;;
10/6/18;13;106;119;;26.740;40.127;66.867;;;;;;;;;
10/7/18;23;86;109;;26.763;40.213;66.976;;;;;;;;;
10/8/18;-40;3;-37;;26.723;40.216;66.939;;;;;;;;;
10/9/18;10;-57;-47;;26.733;40.159;66.892;;;;;;;;;
10/10/18;-106;-92;-198;;26.627;40.067;66.694;;;;;;;;;
10/11/18;-39;-22;-61;;26.588;40.045;66.633;;;;;;;;;
10/12/18;10;61;71;;26.598;40.106;66.704;;;;;;;;;
10/13/18;20;68;88;;26.618;40.174;66.792;;;;;;;;;
10/14/18;8;43;51;;26.626;40.217;66.843;;;;;;;;;
10/15/18;-32;-19;-51;;26.594;40.198;66.792;;;;;;;;;
10/16/18;-5;39;34;;26.589;40.237;66.826;;;;;;;;;
10/17/18;-52;-37;-89;;26.537;40.200;66.737;;;;;;;;;
10/18/18;-87;-93;-180;;26.450;40.107;66.557;;;;;;;;;
10/19/18;-38;-7;-45;;26.412;40.100;66.512;;;;;;;;;
10/20/18;16;27;43;;26.428;40.127;66.555;;;;;;;;;
10/21/18;29;43;72;;26.457;40.170;66.627;;;;;;;;;
10/22/18;-24;-9;-33;;26.433;40.161;66.594;;;;;;;;;
10/23/18;-12;-29;-41;;26.421;40.132;66.553;;;;;;;;;
10/24/18;-111;-121;-232;;26.310;40.011;66.321;;;;;;;;;
10/25/18;-31;19;-12;;26.279;40.030;66.309;;;;;;;;;
10/26/18;-13;2;-11;;26.266;40.032;66.298;;;;;;;;;
10/27/18;11;12;23;;26.277;40.044;66.321;;;;;;;;;
10/28/18;10;15;25;;26.287;40.059;66.346;;;;;;;;;
10/29/18;-4;-27;-31;;26.283;40.032;66.315;;;;;;;;;
10/30/18;-21;-40;-61;;26.262;39.992;66.254;;;;;;;;;
10/31/18;-55;-108;-163;;26.207;39.884;66.091;;;;;;;;;
11/1/18;3;47;50;;26.210;39.931;66.141;;;;;;;;;
11/2/18;-11;-13;-24;;26.199;39.918;66.117;;;;;;;;;
11/3/18;5;23;28;;26.204;39.941;66.145;;;;;;;;;
11/4/18;24;24;48;;26.228;39.965;66.193;;;;;;;;;
11/5/18;-41;-11;-52;;26.187;39.954;66.141;;;;;;;;;
11/6/18;-5;-18;-23;;26.182;39.936;66.118;;;;;;;;;
11/7/18;-25;-15;-40;;26.157;39.921;66.078;;;;;;;;;
11/8/18;-55;-83;-138;;26.102;39.838;65.940;;;;;;;;;
11/9/18;15;38;53;;26.117;39.876;65.993;;;;;;;;;
11/10/18;56;-57;-1;;26.173;39.819;65.992;;;;;;;;;
11/11/18;19;14;33;;26.192;39.833;66.025;;;;;;;;;
11/12/18;21;-36;-15;;26.213;39.797;66.010;;;;;;;;;
11/13/18;-7;-19;-26;;26.206;39.778;65.984;;;;;;;;;
11/14/18;-47;-72;-119;;26.159;39.706;65.865;;;;;;;;;
11/15/18;-45;-70;-115;;26.114;39.636;65.750;;;;;;;;;
11/16/18;1;10;11;;26.115;39.646;65.761;;;;;;;;;
11/17/18;12;53;65;;26.127;39.699;65.826;;;;;;;;;
11/18/18;6;20;26;;26.133;39.719;65.852;;;;;;;;;
11/19/18;6;-13;-7;;26.139;39.706;65.845;;;;;;;;;
11/20/18;-23;-23;-46;;26.116;39.683;65.799;;;;;;;;;
11/21/18;-86;11;-75;;26.030;39.694;65.724;;;;;;;;;
11/22/18;-12;-87;-99;;26.018;39.607;65.625;;;;;;;;;
11/23/18;-3;2;-1;;26.015;39.609;65.624;;;;;;;;;
11/24/18;14;-4;10;;26.029;39.605;65.634;;;;;;;;;
11/25/18;4;40;44;;26.033;39.645;65.678;;;;;;;;;
11/26/18;-1;-8;-9;;26.032;39.637;65.669;;;;;;;;;
11/27/18;-10;-20;-30;;26.022;39.617;65.639;;;;;;;;;
11/28/18;-34;-50;-84;;25.988;39.567;65.555;;;;;;;;;
11/29/18;-2;-5;-7;;25.986;39.562;65.548;;;;;;;;;
11/30/18;9;2;11;;25.995;39.564;65.559;;;;;;;;;
12/1/18;9;41;50;;26.004;39.605;65.609;;;;;;;;;
12/2/18;20;39;59;;26.024;39.644;65.668;;;;;;;;;
12/3/18;-15;-7;-22;;26.009;39.637;65.646;;;;;;;;;
12/4/18;3;15;18;;26.012;39.652;65.664;;;;;;;;;
12/5/18;-23;-18;-41;;25.989;39.634;65.623;;;;;;;;;
12/6/18;10;34;44;;25.999;39.668;65.667;;;;;;;;;
12/7/18;-1;4;3;;25.998;39.672;65.670;;;;;;;;;
12/8/18;9;35;44;;26.007;39.707;65.714;;;;;;;;;
12/9/18;13;36;49;;26.020;39.743;65.763;;;;;;;;;
12/10/18;-4;12;8;;26.016;39.755;65.771;;;;;;;;;
12/11/18;-18;-16;-34;;25.998;39.739;65.737;;;;;;;;;
12/12/18;-8;12;4;;25.990;39.751;65.741;;;;;;;;;
12/13/18;-43;-23;-66;;25.947;39.728;65.675;;;;;;;;;
12/14/18;-7;-2;-9;;25.940;39.726;65.666;;;;;;;;;
12/15/18;2;49;51;;25.942;39.775;65.717;;;;;;;;;
12/16/18;4;30;34;;25.946;39.805;65.751;;;;;;;;;
12/17/18;6;0;6;;25.952;39.805;65.757;;;;;;;;;
12/18/18;-33;-9;-42;;25.919;39.796;65.715;;;;;;;;;
12/19/18;-22;-21;-43;;25.897;39.775;65.672;;;;;;;;;
12/20/18;-21;-1;-22;;25.876;39.774;65.650;;;;;;;;;
12/21/18;-20;18;-2;;25.856;39.792;65.648;;;;;;;;;
12/22/18;13;10;23;;25.869;39.802;65.671;;;;;;;;;
12/23/18;8;14;22;;25.877;39.816;65.693;;;;;;;;;
12/24/18;-13;-3;-16;;25.864;39.813;65.677;;;;;;;;;
12/25/18;8;25;33;;25.872;39.838;65.710;;;;;;;;;
12/26/18;-10;8;-2;;25.862;39.846;65.708;;;;;;;;;
12/27/18;-21;-20;-41;;25.841;39.826;65.667;;;;;;;;;
12/28/18;-6;14;8;;25.835;39.840;65.675;;;;;;;;;
12/29/18;5;21;26;;25.840;39.861;65.701;;;;;;;;;
12/30/18;6;21;27;;25.846;39.882;65.728;;;;;;;;;
12/31/18;0;-5;-5;;25.846;39.877;65.723;;;;;;;;;
1/1/19;9;33;42;;25.855;39.910;65.765;;;;;;;;;
1/2/19;-3;8;5;;25.852;39.918;65.770;;;;;;;;;
1/3/19;-13;15;2;;25.839;39.933;65.772;;;;;;;;;
1/4/19;-28;-6;-34;;25.811;39.927;65.738;;;;;;;;;
1/5/19;9;32;41;;25.820;39.959;65.779;;;;;;;;;
1/6/19;6;39;45;;25.826;39.998;65.824;;;;;;;;;
1/7/19;7;38;45;;25.833;40.036;65.869;;;;;;;;;
1/8/19;-23;17;-6;;25.810;40.053;65.863;;;;;;;;;
1/9/19;-5;17;12;;25.805;40.070;65.875;;;;;;;;;
1/10/19;-13;1;-12;;25.792;40.071;65.863;;;;;;;;;
1/11/19;-28;-8;-36;;25.764;40.063;65.827;;;;;;;;;
1/12/19;3;33;36;;25.767;40.096;65.863;;;;;;;;;
1/13/19;13;33;46;;25.780;40.129;65.909;;;;;;;;;
1/14/19;-5;-3;-8;;25.775;40.126;65.901;;;;;;;;;
1/15/19;-6;5;-1;;25.769;40.131;65.900;;;;;;;;;
1/16/19;-13;11;-2;;25.756;40.142;65.898;;;;;;;;;
1/17/19;-58;-38;-96;;25.698;40.104;65.802;;;;;;;;;
1/18/19;-7;7;0;;25.691;40.111;65.802;;;;;;;;;
1/19/19;1;3;4;;25.692;40.114;65.806;;;;;;;;;
1/20/19;11;11;22;;25.703;40.125;65.828;;;;;;;;;
1/21/19;-5;-25;-30;;25.698;40.100;65.798;;;;;;;;;
1/22/19;-6;-17;-23;;25.692;40.083;65.775;;;;;;;;;
1/23/19;-38;-26;-64;;25.654;40.057;65.711;;;;;;;;;
1/24/19;-5;5;0;;25.649;40.062;65.711;;;;;;;;;
1/25/19;-1;34;33;;25.648;40.096;65.744;;;;;;;;;
1/26/19;4;56;60;;25.652;40.152;65.804;;;;;;;;;
1/27/19;24;51;75;;25.676;40.203;65.879;;;;;;;;;
1/28/19;-1;4;3;;25.675;40.207;65.882;;;;;;;;;
1/29/19;-2;-4;-6;;25.673;40.203;65.876;;;;;;;;;
1/30/19;-10;-50;-60;;25.663;40.153;65.816;;;;;;;;;
1/31/19;11;-14;-3;;25.674;40.139;65.813;;;;;;;;;
2/1/19;-2;-12;-14;;25.672;40.127;65.799;;;;;;;;;
2/2/19;4;37;41;;25.676;40.164;65.840;;;;;;;;;
2/3/19;9;38;47;;25.685;40.202;65.887;;;;;;;;;
2/4/19;-6;-14;-20;;25.679;40.188;65.867;;;;;;;;;
2/5/19;-1;20;19;;25.678;40.208;65.886;;;;;;;;;
2/6/19;-19;13;-6;;25.659;40.221;65.880;;;;;;;;;
2/7/19;1;-27;-26;;25.660;40.194;65.854;;;;;;;;;
2/8/19;-7;0;-7;;25.653;40.194;65.847;;;;;;;;;
2/9/19;3;37;40;;25.656;40.231;65.887;;;;;;;;;
2/10/19;12;31;43;;25.668;40.262;65.930;;;;;;;;;
2/11/19;-3;2;-1;;25.665;40.264;65.929;;;;;;;;;
2/12/19;-2;0;-2;;25.663;40.264;65.927;;;;;;;;;
2/13/19;-16;-25;-41;;25.647;40.239;65.886;;;;;;;;;
2/14/19;0;8;8;;25.647;40.247;65.894;;;;;;;;;
2/15/19;3;20;23;;25.650;40.267;65.917;;;;;;;;;
2/16/19;22;54;76;;25.672;40.321;65.993;;;;;;;;;
2/17/19;17;54;71;;25.689;40.375;66.064;;;;;;;;;
2/18/19;6;-6;0;;25.695;40.369;66.064;;;;;;;;;
2/19/19;-3;24;21;;25.692;40.393;66.085;;;;;;;;;
2/20/19;-17;-47;-64;;25.675;40.346;66.021;;;;;;;;;
2/21/19;-7;19;12;;25.668;40.365;66.033;;;;;;;;;
2/22/19;4;19;23;;25.672;40.384;66.056;;;;;;;;;
2/23/19;25;57;82;;25.697;40.441;66.138;;;;;;;;;
2/24/19;18;44;62;;25.715;40.485;66.200;;;;;;;;;
2/25/19;-3;10;7;;25.712;40.495;66.207;;;;;;;;;
2/26/19;5;13;18;;25.717;40.508;66.225;;;;;;;;;
2/27/19;-35;-21;-56;;25.682;40.487;66.169;;;;;;;;;
2/28/19;-11;37;26;;25.671;40.524;66.195;;;;;;;;;
3/1/19;4;32;36;;25.675;40.556;66.231;;;;;;;;;
3/2/19;22;77;99;;25.697;40.633;66.330;;;;;;;;;
3/3/19;12;70;82;;25.709;40.703;66.412;;;;;;;;;
3/4/19;4;12;16;;25.713;40.715;66.428;;;;;;;;;
3/5/19;8;7;15;;25.721;40.722;66.443;;;;;;;;;
3/6/19;-41;-42;-83;;25.680;40.680;66.360;;;;;;;;;
3/7/19;-14;21;7;;25.666;40.701;66.367;;;;;;;;;
3/8/19;-13;32;19;;25.653;40.733;66.386;;;;;;;;;
3/9/19;24;59;83;;25.677;40.792;66.469;;;;;;;;;
3/10/19;31;96;127;;25.708;40.888;66.596;;;;;;;;;
3/11/19;3;24;27;;25.711;40.912;66.623;;;;;;;;;
3/12/19;-9;29;20;;25.702;40.941;66.643;;;;;;;;;
3/13/19;-32;-7;-39;;25.670;40.934;66.604;;;;;;;;;
3/14/19;-2;9;7;;25.668;40.943;66.611;;;;;;;;;
3/15/19;0;27;27;;25.668;40.970;66.638;;;;;;;;;
3/16/19;16;74;90;;25.684;41.044;66.728;;;;;;;;;
3/17/19;29;98;127;;25.713;41.142;66.855;;;;;;;;;
3/18/19;-14;10;-4;;25.699;41.152;66.851;;;;;;;;;
3/19/19;14;-1;13;;25.713;41.151;66.864;;;;;;;;;
3/20/19;-47;8;-39;;25.666;41.159;66.825;;;;;;;;;
3/21/19;-10;11;1;;25.656;41.170;66.826;;;;;;;;;
3/22/19;-4;15;11;;25.652;41.185;66.837;;;;;;;;;
3/23/19;22;65;87;;25.674;41.250;66.924;;;;;;;;;
3/24/19;18;79;97;;25.692;41.329;67.021;;;;;;;;;
3/25/19;2;15;17;;25.694;41.344;67.038;;;;;;;;;
3/26/19;-2;1;-1;;25.692;41.345;67.037;;;;;;;;;
3/27/19;-26;-31;-57;;25.666;41.314;66.980;;;;;;;;;
3/28/19;9;7;16;;25.675;41.321;66.996;;;;;;;;;
3/29/19;0;8;8;;25.675;41.329;67.004;;;;;;;;;
3/30/19;27;69;96;;25.702;41.398;67.100;;;;;;;;;
3/31/19;2;39;41;;25.704;41.437;67.141;;;;;;;;;
4/1/19;13;11;24;;25.717;41.448;67.165;;;;;;;;;
4/2/19;-8;14;6;;25.709;41.462;67.171;;;;;;;;;
4/3/19;-26;-31;-57;;25.683;41.431;67.114;;;;;;;;;
4/4/19;-5;2;-3;;25.678;41.433;67.111;;;;;;;;;
4/5/19;3;-12;-9;;25.681;41.421;67.102;;;;;;;;;
4/6/19;-2;14;12;;25.679;41.435;67.114;;;;;;;;;
4/7/19;9;15;24;;25.688;41.450;67.138;;;;;;;;;
4/8/19;14;12;26;;25.702;41.462;67.164;;;;;;;;;
4/9/19;-28;-52;-80;;25.674;41.410;67.084;;;;;;;;;
4/10/19;-42;-62;-104;;25.632;41.348;66.980;;;;;;;;;
4/11/19;14;22;36;;25.646;41.370;67.016;;;;;;;;;
4/12/19;-22;-28;-50;;25.624;41.342;66.966;;;;;;;;;
4/13/19;13;47;60;;25.637;41.389;67.026;;;;;;;;;
4/14/19;17;88;105;;25.654;41.477;67.131;;;;;;;;;
4/15/19;-15;-6;-21;;25.639;41.471;67.110;;;;;;;;;
4/16/19;2;1;3;;25.641;41.472;67.113;;;;;;;;;
4/17/19;-3;-20;-23;;25.638;41.452;67.090;;;;;;;;;
4/18/19;-8;3;-5;;25.630;41.455;67.085;;;;;;;;;
4/19/19;-2;6;4;;25.628;41.461;67.089;;;;;;;;;
4/20/19;1;20;21;;25.629;41.481;67.110;;;;;;;;;
4/21/19;7;23;30;;25.636;41.504;67.140;;;;;;;;;
4/22/19;-34;-68;-102;;25.602;41.436;67.038;;;;;;;;;
4/23/19;-12;-35;-47;;25.590;41.401;66.991;;;;;;;;;
4/24/19;-5;-26;-31;;25.585;41.375;66.960;;;;;;;;;
4/25/19;-15;-20;-35;;25.570;41.355;66.925;;;;;;;;;
4/26/19;-19;7;-12;;25.551;41.362;66.913;;;;;;;;;
4/27/19;19;73;92;;25.570;41.435;67.005;;;;;;;;;
4/28/19;23;69;92;;25.593;41.504;67.097;;;;;;;;;
4/29/19;-31;-66;-97;;25.562;41.438;67.000;;;;;;;;;
4/30/19;-17;12;-5;;25.545;41.450;66.995;;;;;;;;;
5/1/19;14;94;108;;25.559;41.544;67.103;;;;;;;;;
5/2/19;7;80;87;;25.566;41.624;67.190;;;;;;;;;
5/3/19;0;-25;-25;;25.566;41.599;67.165;;;;;;;;;
5/4/19;14;75;89;;25.580;41.674;67.254;;;;;;;;;
5/5/19;13;58;71;;25.593;41.732;67.325;;;;;;;;;
5/6/19;-71;-111;-182;;25.522;41.621;67.143;;;;;;;;;
5/7/19;-7;-12;-19;;25.515;41.609;67.124;;;;;;;;;
5/8/19;1;-8;-7;;25.516;41.601;67.117;;;;;;;;;
5/9/19;-2;11;9;;25.514;41.612;67.126;;;;;;;;;
5/10/19;15;-6;9;;25.529;41.606;67.135;;;;;;;;;
5/11/19;24;82;106;;25.553;41.688;67.241;;;;;;;;;
5/12/19;26;55;81;;25.579;41.743;67.322;;;;;;;;;
5/13/19;-5;-38;-43;;25.574;41.705;67.279;;;;;;;;;
5/14/19;7;9;16;;25.581;41.714;67.295;;;;;;;;;
5/15/19;7;85;92;;25.588;41.799;67.387;;;;;;;;;
5/16/19;-34;-107;-141;;25.554;41.692;67.246;;;;;;;;;
5/17/19;-57;-82;-139;;25.497;41.610;67.107;;;;;;;;;
5/18/19;20;52;72;;25.517;41.662;67.179;;;;;;;;;
5/19/19;21;56;77;;25.538;41.718;67.256;;;;;;;;;
5/20/19;-1;-2;-3;;25.537;41.716;67.253;;;;;;;;;
5/21/19;-20;-1;-21;;25.517;41.715;67.232;;;;;;;;;
5/22/19;-2;-3;-5;;25.515;41.712;67.227;;;;;;;;;
5/23/19;-9;-10;-19;;25.506;41.702;67.208;;;;;;;;;
5/24/19;-69;-33;-102;;25.437;41.669;67.106;;;;;;;;;
5/25/19;11;46;57;;25.448;41.715;67.163;;;;;;;;;
5/26/19;15;45;60;;25.463;41.760;67.223;;;;;;;;;
5/27/19;-10;-2;-12;;25.453;41.758;67.211;;;;;;;;;
5/28/19;-42;-43;-85;;25.411;41.715;67.126;;;;;;;;;
5/29/19;-10;11;1;;25.401;41.726;67.127;;;;;;;;;
5/30/19;-40;-63;-103;;25.361;41.663;67.024;;;;;;;;;
5/31/19;-11;17;6;;25.350;41.680;67.030;;;;;;;;;
6/1/19;28;61;89;;25.378;41.741;67.119;;;;;;;;;
6/2/19;16;75;91;;25.394;41.816;67.210;;;;;;;;;
6/3/19;-9;23;14;;25.385;41.839;67.224;;;;;;;;;
6/4/19;4;9;13;;25.389;41.848;67.237;;;;;;;;;
6/5/19;-7;30;23;;25.382;41.878;67.260;;;;;;;;;
6/6/19;-35;-59;-94;;25.347;41.819;67.166;;;;;;;;;
6/7/19;18;29;47;;25.365;41.848;67.213;;;;;;;;;
6/8/19;14;24;38;;25.379;41.872;67.251;;;;;;;;;
6/9/19;7;38;45;;25.386;41.910;67.296;;;;;;;;;
6/10/19;-17;-8;-25;;25.369;41.902;67.271;;;;;;;;;
6/11/19;-17;9;-8;;25.352;41.911;67.263;;;;;;;;;
6/12/19;-22;-1;-23;;25.330;41.910;67.240;;;;;;;;;
6/13/19;-52;-55;-107;;25.278;41.855;67.133;;;;;;;;;
6/14/19;-35;2;-33;;25.243;41.857;67.100;;;;;;;;;
6/15/19;18;38;56;;25.261;41.895;67.156;;;;;;;;;
6/16/19;21;51;72;;25.282;41.946;67.228;;;;;;;;;
6/17/19;-7;-18;-25;;25.275;41.928;67.203;;;;;;;;;
6/18/19;-2;-22;-24;;25.273;41.906;67.179;;;;;;;;;
6/19/19;-18;-20;-38;;25.255;41.886;67.141;;;;;;;;;
6/20/19;-74;-105;-179;;25.181;41.781;66.962;;;;;;;;;
6/21/19;-10;5;-5;;25.171;41.786;66.957;;;;;;;;;
6/22/19;10;48;58;;25.181;41.834;67.015;;;;;;;;;
6/23/19;9;48;57;;25.190;41.882;67.072;;;;;;;;;
6/24/19;-9;-5;-14;;25.181;41.877;67.058;;;;;;;;;
6/25/19;0;4;4;;25.181;41.881;67.062;;;;;;;;;
6/26/19;-16;-33;-49;;25.165;41.848;67.013;;;;;;;;;
6/27/19;-37;-82;-119;;25.128;41.766;66.894;;;;;;;;;
